country,player_name,player_club,in_top_5_league,player_age,market_value,market_value_int
Eswatini,Thubelihle Mavuso,Nsingizini Hotspurs FC,False,24,€25k,25000
Eswatini,Mthunzi Mkhontfo,Green Mamba Big Bend,False,31,,0
Eswatini,Siszwe Khumalo,Nsingizini Hotspurs FC,False,37,,0
Eswatini,Justice Figuareido,Chippa United,False,27,€400k,400000
Eswatini,Muzi Tsabedze,Manzini Sea Birds FC,False,27,,0
Eswatini,Joseph Kibonge,Manzini Sea Birds FC,False,-,,0
Nicaragua,Alyer López,Managua FC,False,26,€200k,200000
Nicaragua,Brandon Mayorga,UNAN Managua,False,28,,0
Nicaragua,Huberts Ibarra,Deportivo Walter Ferretti II,False,20,,0
Nicaragua,Christian Reyes,AD Municipal Liberia,False,30,€200k,200000
Nicaragua,Justing Cano,Diriangén FC,False,24,€200k,200000
Nicaragua,Evert Martínez,Real Estelí FC,False,23,€150k,150000
Nicaragua,Steven Cáceres,Managua FC,False,31,€50k,50000
Nicaragua,Óscar Acevedo,Real Estelí FC,False,28,€150k,150000
Nicaragua,Emmanuel Gómez,UMECIT FC,False,25,€150k,150000
Nicaragua,Anyelo Velásquez,Diriangén FC,False,21,,0
Nicaragua,Josué Quijano,Real Estelí FC,False,34,€75k,75000
Nicaragua,Junior Delgado,Without ClubWithout Club,False,32,,0
Nicaragua,Jason Coronel,Diriangén FC,False,32,€200k,200000
Nicaragua,Jonathan Moncada,Diriangén FC,False,28,€150k,150000
Nicaragua,Marlon López,Real Estelí FC,False,33,,0
Nicaragua,Junior Arteaga,CSD Sacachispas,False,26,€175k,175000
Nicaragua,Henry Niño,Real Estelí FC,False,28,€125k,125000
Nicaragua,Ariel Arauz,Sporting FC,False,24,€350k,350000
Nicaragua,Widman Talavera,Real Estelí FC,False,23,€100k,100000
Nicaragua,Juan Barrera,Real Estelí FC,False,36,€50k,50000
Nicaragua,Byron Bonilla,Real Estelí FC,False,32,€150k,150000
Nicaragua,Brayan López,Guadalupe FC,False,35,,0
Nicaragua,Bancy Hernández,Deportivo Saprissa,False,25,€250k,250000
Nicaragua,Jaime Moreno,Carabobo FC,False,30,€225k,225000
Nicaragua,Jorge García,Matagalpa FC,False,27,€175k,175000
Turkmenistan,Rasul Charyyev,FK Arkadag,False,26,€150k,150000
Turkmenistan,Rustem Ahallyyev,FK Arkadag,False,23,€125k,125000
Turkmenistan,Gurbanmyrat Garayev,Ahal FK,False,33,,0
Turkmenistan,Guychmyrat Annagulyyev,FK Arkadag,False,29,€200k,200000
Turkmenistan,Mekan Saparov,FK Arkadag,False,31,€200k,200000
Turkmenistan,Zafar Babajanov,FK Altyn Asyr,False,39,,0
Turkmenistan,Arzuvguly Sapargulyev,FK Arkadag,False,24,€75k,75000
Turkmenistan,Alibek Abdyrahmanov,Nebitçi FT,False,35,€25k,25000
Turkmenistan,Hakmuhammet Bashimov,Without ClubWithout Club,False,26,€150k,150000
Turkmenistan,Ibrayym Mammedov,FK Arkadag,False,30,€150k,150000
Turkmenistan,Bagtyyar Gurgenov,Without ClubWithout Club,False,28,€50k,50000
Turkmenistan,Teymur Charyyev,Bars Karakol,False,25,€250k,250000
Turkmenistan,Mirza Beknazarov,FK Arkadag,False,25,€200k,200000
Turkmenistan,Velmyrat Ballakov,FK Arkadag,False,26,€125k,125000
Turkmenistan,Gurban Annayev,Nebitçi FT,False,30,€50k,50000
Turkmenistan,Yazgylych Gurbanov,FK Arkadag,False,29,€175k,175000
Turkmenistan,Meylis Diniyev,FK Arkadag,False,25,€150k,150000
Turkmenistan,Shamammet Hydyrov,FK Arkadag,False,25,€75k,75000
Turkmenistan,Elman Tagayev,Nebitçi FT,False,36,€50k,50000
Turkmenistan,Didar Durdyyev,FK Arkadag,False,32,€100k,100000
Turkmenistan,Rahman Myratberdiyev,FK Arkadag,False,24,€100k,100000
Turkmenistan,Dayanch Meredov,FK Arkadag,False,23,€75k,75000
Turkmenistan,Bayram Atayev,FK Arkadag,False,24,€50k,50000
Haiti,Alexandre Pierre,FC Sochaux-Montbéliard,False,25,€400k,400000
Haiti,Johny Placide,SC Bastia,False,38,€150k,150000
Haiti,Josué Duverger,FC Cosmos Koblenz,False,25,,0
Haiti,Hannes Delcroix,FC Lugano,False,27,€2.50m,2500000
Haiti,Jean-Kévin Duverne,KAA Gent,False,28,€2.50m,2500000
Haiti,Ricardo Adé,LDU Quito,False,35,€300k,300000
Haiti,Garven Metusala,Colorado Springs Switchbacks FC,False,26,€200k,200000
Haiti,Keeto Thermoncy,BSC Young Boys U21,False,19,€25k,25000
Haiti,Martin Expérience,AS Nancy-Lorraine,False,26,€400k,400000
Haiti,Duke Lacroix,Colorado Springs Switchbacks FC,False,32,€150k,150000
Haiti,Carlens Arcus,Angers SCO,False,29,€1.80m,1800000
Haiti,Stéphane Lambese,Football Club Fleury 91,False,30,€150k,150000
Haiti,Danley Jean Jacques,Philadelphia Union,False,25,€3.00m,3000000
Haiti,Leverton Pierre,FC Vizela,False,27,€200k,200000
Haiti,Carl Sainté,El Paso Locomotive FC,False,23,€150k,150000
Haiti,Jean-Ricner Bellegarde,Wolverhampton Wanderers,True,27,€16.00m,16000000
Haiti,Christopher Attys,US Triestina,False,24,€50k,50000
Haiti,Jerry Desdunes,AV Alta FC,False,24,€125k,125000
Haiti,Derrick Etienne Jr.,Toronto FC,False,29,€800k,800000
Haiti,Fafà Picault,Atlanta United FC,False,35,€300k,300000
Haiti,Ruben Providence,Almere City FC,False,24,€300k,300000
Haiti,Josué Casimir,AJ Auxerre,False,24,€3.50m,3500000
Haiti,Louicius Deedson,FC Dallas,False,25,€1.20m,1200000
Haiti,Téo James Michel,CD Ibiza Islas Pitiusas,False,21,€150k,150000
Haiti,Frantzdy Pierrot,Caykur Rizespor,False,30,€2.50m,2500000
Haiti,Duckens Nazon,Esteghlal FC,False,31,€900k,900000
Haiti,Woobens Pacius,Nashville SC,False,24,€300k,300000
Haiti,Yassin Fortuné,FC Vizela,False,27,€200k,200000
Myanmar,Zin Nyi Nyi Aung,Yangon United,False,25,€175k,175000
Myanmar,San Sat Naing,Yangon United,False,27,€100k,100000
Myanmar,Pyae Phyo Aung,Shan United,False,34,€50k,50000
Myanmar,Kyaw Min Oo,Terengganu FC,False,29,€275k,275000
Myanmar,Hein Zeyar Lin,Yangon United,False,25,€150k,150000
Myanmar,Zwe Khant Min,Shan United,False,25,€125k,125000
Myanmar,Ye Min Thu,Shan United,False,28,€125k,125000
Myanmar,Soe Moe Kyaw,Uthai Thani FC,False,26,€100k,100000
Myanmar,Nanda Kyaw,Shan United,False,29,€175k,175000
Myanmar,Thet Hein Soe,Shan United,False,24,€150k,150000
Myanmar,Lat Wai Bhone,Yangon United,False,20,€100k,100000
Myanmar,Hein Phyo Win,Nakhonratchasima Mazda FC,False,27,€175k,175000
Myanmar,Aung Wunna Soe,Shan United,False,25,€150k,150000
Myanmar,Ye Yint Phyo,Dagon Star United,False,22,€75k,75000
Myanmar,Lwin Moe Aung,Mahasarakham SBT FC,False,26,€100k,100000
Myanmar,Yan Naing Oo,Dagon Star United,False,29,€100k,100000
Myanmar,Ye Yint Aung,Shan United,False,25,€175k,175000
Myanmar,Thiha Zaw,Dagon Star United,False,32,€150k,150000
Myanmar,Khun Kyaw Zin Hein,Shan United,False,23,€150k,150000
Myanmar,Hein Htet Aung,Kelantan The Real Warriors,False,24,€225k,225000
Myanmar,Maung Maung Lwin,Yangon United,False,30,€150k,150000
Myanmar,Than Paing,Trat FC,False,29,€125k,125000
Myanmar,Win Naing Tun,Yangon City FC,False,25,€50k,50000
Martinique,Yannis Clémentia,SM Caen,False,28,€100k,100000
Martinique,Aldrick Boulois,Club Franciscain,False,24,,0
Martinique,Marvin Bellance,Golden Lion FC,False,27,,0
Martinique,Florent Poulolo,UTA Arad,False,29,€700k,700000
Martinique,Boris Moltenis,SD Ponferradina,False,26,€250k,250000
Martinique,Reudd Manin,Charlotte Independence,False,24,,0
Martinique,Andrew Genteuil,Club Franciscain,False,27,,0
Martinique,Florian Goma,RC Saint-Joseph,False,25,,0
Martinique,Lucas Ardennes,RC Saint-Joseph,False,25,,0
Martinique,Patrick Burner,Colorado Springs Switchbacks FC,False,29,€200k,200000
Martinique,Damien Dussaut,CSC Dumbravita,False,31,€200k,200000
Martinique,Cyril Mandouki,Stade Lavallois,False,34,€200k,200000
Martinique,Tarik Cavelan,Club Franciscain,False,24,,0
Martinique,Rudy Varane,Racing Club de Calais,False,22,,0
Martinique,Johnny Marajo,Club Franciscain,False,32,,0
Martinique,Jeremie Porsan-Clemente,Without ClubWithout Club,False,28,€325k,325000
Martinique,Alvyn Lamasine,Golden Lion FC,False,24,,0
Martinique,Brighton Labeau,FC Thun,False,30,€500k,500000
Martinique,Alexandre Parsemain,SM Caen,False,22,€350k,350000
Martinique,Enrick Reuperné,RC Saint-Joseph,False,27,,0
Martinique,Heinrich Méribault,Golden Lion FC,False,27,,0
Somalia,Abdirahman Mamaan,Dekedaha FC,False,25,€100k,100000
Somalia,Aleeleya Sheikh Saeed,Elman FC,False,20,,0
Somalia,Ibrahim Ahmed Hussein,Heegan FC,False,20,,0
Somalia,Faisal Othman,Jeddah SC,False,28,€200k,200000
Somalia,Abel Gigli,Terre di Castelli,False,35,€75k,75000
Somalia,Mohamud Ali,Y Rhyl 1879,False,31,€75k,75000
Somalia,Ali Omar,Dumbarton FC,False,26,€10k,10000
Somalia,Ahmed Abdullahi Abdi,Horseed SC,False,25,,0
Somalia,Yonis Farah,FC Prizreni,False,26,€100k,100000
Somalia,Abdulle Abdullahi Abdulle,Heegan FC,False,19,€100k,100000
Somalia,Mohamed Omar,San Antonio FC,False,27,€175k,175000
Somalia,Abdi Sharif,Connah's Quay Nomads,False,25,€50k,50000
Somalia,Omar Jama,Järvenpään Palloseura,False,27,€25k,25000
Somalia,Ilyas Akram,Mogadishu City Club,False,22,,0
Somalia,Sakariya Hassan,Wealdstone FC,False,24,€50k,50000
Somalia,Abdulsamed Abdullahi,FK Novi Pazar,False,29,€250k,250000
Somalia,Handwalla Bwana,Las Vegas Lights FC,False,26,€150k,150000
Somalia,Ali Musse,Without ClubWithout Club,False,30,€150k,150000
Somalia,Yasir Abdiqadir Sa'Ad,Without ClubWithout Club,False,23,€125k,125000
Somalia,Marsis,Mogadishu City Club,False,24,€50k,50000
Somalia,Yusuf Ali Ahmed,Eastern United FC,False,23,€75k,75000
Somalia,Farhan Mohamed Ahmed,Heegan FC,False,25,€75k,75000
Somalia,Muba Nour,Without ClubWithout Club,False,21,,0
Maldives,Hussain Shareef,Maziya S&RC,False,27,€100k,100000
Maldives,Iyan Abdul Aleem,Maziya S&RC,False,32,€25k,25000
Maldives,Mohamed Faisal,Club Valencia,False,37,,0
Maldives,Ibrahim Usamaa,Biss Buru SC,False,27,€25k,25000
Maldives,Ahmed Aiham,Super United Sports,False,27,,0
Maldives,Samooh Ali,Maziya S&RC,False,29,€100k,100000
Maldives,Mohamed Irufaan,Maziya S&RC,False,31,€50k,50000
Maldives,Haisham Hassan,Maziya S&RC,False,26,€50k,50000
Maldives,Hassan Shifaz,Maziya S&RC,False,33,€25k,25000
Maldives,Hisam Saleem,JJ Sports Club,False,34,,0
Maldives,Thoif Gasim,UnknownUnknown,False,-,,0
Maldives,Ibrahim Aisham,Maziya S&RC,False,28,€125k,125000
Maldives,Hamza Mohamed,Maziya S&RC,False,31,€100k,100000
Maldives,Hassan Nazeem,Maziya S&RC,False,24,€25k,25000
Maldives,Hassan Haisham Hamid,UnknownUnknown,False,19,,0
Maldives,Ahzam Rasheed,UnknownUnknown,False,18,,0
Maldives,Ethan Ibrahim Zaki,UnknownUnknown,False,-,,0
Maldives,Ibrahim Mahudhee,Club Eagles,False,32,€50k,50000
Maldives,Hussain Nihan,Odi SC,False,33,€50k,50000
Maldives,Ali Fasir,Maziya S&RC,False,37,€50k,50000
Maldives,Hassan Raif,Maziya S&RC,False,28,€50k,50000
Maldives,Ahmed Rizuvan,Victory SC,False,30,€50k,50000
Maldives,Hassan Naiz,Maziya S&RC,False,29,€50k,50000
Saint Kitts and Nevis,Julani Archibald,Valletta FC,False,34,€25k,25000
Saint Kitts and Nevis,Kai Trotman,Bethany Swedes (Bethany College),False,19,,0
Saint Kitts and Nevis,Zaykeese Smith,Cayon Rockets FC,False,26,,0
Saint Kitts and Nevis,Jordan Bowery,Mansfield Town,False,34,€50k,50000
Saint Kitts and Nevis,Andre Burley,Dagenham & Redbridge FC,False,26,,0
Saint Kitts and Nevis,Dennis Flemming,Village Superstars,False,29,,0
Saint Kitts and Nevis,Kejorn Wattley,Cayon Rockets FC,False,19,,0
Saint Kitts and Nevis,Ordell Flemming,St. Pauls's United,False,32,,0
Saint Kitts and Nevis,Lois Maynard,Radcliffe FC,False,37,,0
Saint Kitts and Nevis,Mervin Lewis,Cayon Rockets FC,False,25,,0
Saint Kitts and Nevis,Romaine Sawyers,Without ClubWithout Club,False,34,€100k,100000
Saint Kitts and Nevis,Yohannes Mitchum,Cayon Rockets FC,False,27,,0
Saint Kitts and Nevis,Nequan Browne,United Old Road Jets,False,27,,0
Saint Kitts and Nevis,Kaleb Bridgewater,St. Peters's FC,False,21,,0
Saint Kitts and Nevis,Omari Sterling-James,Hednesford Town,False,32,,0
Saint Kitts and Nevis,Tyquan Terrell,St. Peters's FC,False,27,,0
Saint Kitts and Nevis,Tiquanny Williams,United Old Road Jets,False,24,,0
Saint Kitts and Nevis,Gvaune Amory,Village Superstars,False,28,,0
Saint Kitts and Nevis,Akanye Samuel-Francis,Kalonji Soccer Academy,False,18,,0
Saint Kitts and Nevis,Dionis Stephens,St. Peters's FC,False,34,,0
Saint Kitts and Nevis,Kimaree Rogers,Village Superstars,False,32,,0
Saint Kitts and Nevis,Harry Panayiotou,Morecambe FC,False,31,€25k,25000
Saint Kitts and Nevis,Tyreece Simpson,Stevenage FC,False,24,€200k,200000
Saint Kitts and Nevis,Aljay Newton,Bath United FC,False,32,,0
Saint Kitts and Nevis,Tijani Fahie,Conaree FC,False,27,,0
South Africa,Sipho Chaine,Orlando Pirates,False,29,€1.40m,1400000
South Africa,Ronwen Williams,Mamelodi Sundowns FC,False,34,€900k,900000
South Africa,Ricardo Goss,Siwelele Football Club,False,31,€350k,350000
South Africa,Siyabonga Ngezana,FCSB,False,28,€3.00m,3000000
South Africa,Mbekezeli Mbokazi,Chicago Fire FC,False,20,€2.50m,2500000
South Africa,Nkosinathi Sibisi,Orlando Pirates,False,30,€1.60m,1600000
South Africa,Khulumani Ndamane,Mamelodi Sundowns FC,False,22,€800k,800000
South Africa,Thabo Moloisane,Stellenbosch FC,False,27,€800k,800000
South Africa,Tylon Smith,Queens Park Rangers U21,False,20,€200k,200000
South Africa,Samukele Kabini,Molde FK,False,21,€2.00m,2000000
South Africa,Aubrey Modiba,Mamelodi Sundowns FC,False,30,€1.80m,1800000
South Africa,Khuliso Mudau,Mamelodi Sundowns FC,False,30,€1.20m,1200000
South Africa,Thabang Matuludi,Polokwane City FC,False,27,€900k,900000
South Africa,Teboho Mokoena,Mamelodi Sundowns FC,False,29,€2.50m,2500000
South Africa,Bathusi Aubaas,Mamelodi Sundowns FC,False,30,€450k,450000
South Africa,Thalente Mbatha,Orlando Pirates,False,26,€1.60m,1600000
South Africa,Sipho Mbule,Orlando Pirates,False,27,€1.20m,1200000
South Africa,Yaya Sithole,CD Tondela,False,27,€600k,600000
South Africa,Mduduzi Shabalala,Kaizer Chiefs,False,22,€850k,850000
South Africa,Oswin Appollis,Orlando Pirates,False,24,€2.00m,2000000
South Africa,Relebohile Mofokeng,Orlando Pirates,False,21,€2.00m,2000000
South Africa,Tshepang Moremi,Orlando Pirates,False,25,€1.00m,1000000
South Africa,Shandre Campbell,Club Brugge KV,False,20,€1.00m,1000000
South Africa,Mohau Nkota,Al-Ettifaq FC,False,21,€800k,800000
South Africa,Elias Mokwana,Al-Hazem SC,False,26,€700k,700000
South Africa,Lyle Foster,Burnley FC,True,25,€10.00m,10000000
South Africa,Iqraam Rayners,Mamelodi Sundowns FC,False,30,€3.00m,3000000
South Africa,Evidence Makgopa,Orlando Pirates,False,25,€1.20m,1200000
Guinea-Bissau,Manuel Baldé,FC Penafiel,False,23,€650k,650000
Guinea-Bissau,Fernando Embadje,SD Sarriana,False,22,€25k,25000
Guinea-Bissau,Ricardino,Sport Bissau e Benfica,False,24,,0
Guinea-Bissau,Fali Candé,US Sassuolo,False,28,€3.00m,3000000
Guinea-Bissau,Víctor Rofino,UD Leiria,False,23,€700k,700000
Guinea-Bissau,Gilberto Batista,Moreirense FC,False,22,€400k,400000
Guinea-Bissau,Opa Sangante,USL Dunkerque,False,35,€250k,250000
Guinea-Bissau,Jefferson Encada,CF Estrela Amadora,False,27,€400k,400000
Guinea-Bissau,Nanu,APOEL Nicosia,False,31,€300k,300000
Guinea-Bissau,Sori Mané,Torpedo Kutaisi,False,29,€350k,350000
Guinea-Bissau,Nito,FC Paços de Ferreira,False,24,€225k,225000
Guinea-Bissau,Edson Silva,Botev Plovdiv,False,24,€150k,150000
Guinea-Bissau,Renato Nhaga,Galatasaray,False,18,€6.00m,6000000
Guinea-Bissau,Dálcio,APOEL Nicosia,False,29,€1.00m,1000000
Guinea-Bissau,Panutche Camara,Dundee United FC,False,29,€350k,350000
Guinea-Bissau,Álvaro Djaló,Al-Gharafa SC,False,26,€4.50m,4500000
Guinea-Bissau,Marculino Ninte,CD Mafra,False,28,,0
Guinea-Bissau,Elves Baldé,Radomiak Radom,False,26,€400k,400000
Guinea-Bissau,Mauro Rodrigues,FC Oleksandriya,False,24,€300k,300000
Guinea-Bissau,Beto,Everton FC,True,28,€20.00m,20000000
Guinea-Bissau,Tamble,Rio Ave FC,False,25,€750k,750000
Guinea-Bissau,Marciano Sanca,UD Almería B,False,22,€200k,200000
British Virgin Islands,Abidan Edwards,Without ClubWithout Club,False,27,,0
British Virgin Islands,Frankie Beckles,Sutton Common Rovers,False,20,,0
British Virgin Islands,Harry Foden,UnknownUnknown,False,19,,0
British Virgin Islands,Quelahni Nickie,Virgin Gorda United,False,22,,0
British Virgin Islands,Alejandro Santos,Wolues FC,False,22,,0
British Virgin Islands,Troy Caesar,Islanders FC,False,31,,0
British Virgin Islands,Ikyjah Williams,Virgin Gorda United,False,22,,0
British Virgin Islands,Momchil Yordanov,Gulf United FC,False,19,,0
British Virgin Islands,Miguel Marshall,Poole Town FC,False,23,,0
British Virgin Islands,Jerry Wiltshire,Chertsey Town,False,30,,0
British Virgin Islands,Carson Price,UIW Cardinals (Univ. of the Incarnate Word),False,24,,0
British Virgin Islands,Johari Lacey,UnknownUnknown,False,19,,0
British Virgin Islands,Aaron Matthews,UnknownUnknown,False,21,,0
British Virgin Islands,Levon Williams,Virgin Gorda United,False,21,,0
British Virgin Islands,T'Sharne Gallimore,Bedford Town,False,25,,0
British Virgin Islands,Kristian Javier,Pigotts SC,False,29,,0
British Virgin Islands,Luka Chalwell,Chatham Town,False,21,,0
British Virgin Islands,Robert Green,Islanders FC,False,28,,0
British Virgin Islands,Joshua Bertie,FC Downton,False,29,,0
British Virgin Islands,Tyler Forbes,Tilbury FC,False,23,,0
British Virgin Islands,Joel Mars,Virgin Gorda United,False,19,,0
British Virgin Islands,Javaun Splatt,Whitstable Town,False,25,,0
British Virgin Islands,Hugo Liziário,Wolues FC,False,33,,0
British Virgin Islands,Jake Forbes,Poole Town FC,False,22,,0
Austria,Alexander Schlager,Red Bull Salzburg,False,30,€2.50m,2500000
Austria,Nikolas Polster,Wolfsberger AC,False,23,€2.50m,2500000
Austria,Patrick Pentz,Bröndby IF,False,29,€2.20m,2200000
Austria,Nicolas Kristof,SV 07 Elversberg,False,26,€1.80m,1800000
Austria,Kevin Danso,Tottenham Hotspur,True,27,€22.00m,22000000
Austria,Leopold Querfeld,1.FC Union Berlin,True,22,€18.00m,18000000
Austria,Marco Friedl,SV Werder Bremen,False,27,€12.00m,12000000
Austria,Philipp Lienhart,SC Freiburg,True,29,€12.00m,12000000
Austria,Stefan Posch,1.FSV Mainz 05,True,28,€5.50m,5500000
Austria,David Alaba,Real Madrid,True,33,€4.00m,4000000
Austria,Phillipp Mwene,1.FSV Mainz 05,True,32,€1.50m,1500000
Austria,Konrad Laimer,Bayern Munich,True,28,€32.00m,32000000
Austria,Nicolas Seiwald,RB Leipzig,True,24,€18.00m,18000000
Austria,Florian Grillitsch,SC Braga,False,30,€2.00m,2000000
Austria,Xaver Schlager,RB Leipzig,True,28,€10.00m,10000000
Austria,Marcel Sabitzer,Borussia Dortmund,True,31,€7.00m,7000000
Austria,Alessandro Schöpf,Wolfsberger AC,False,32,€900k,900000
Austria,Alexander Prass,TSG 1899 Hoffenheim,True,24,€5.00m,5000000
Austria,Christoph Baumgartner,RB Leipzig,True,26,€20.00m,20000000
Austria,Romano Schmid,SV Werder Bremen,False,26,€17.00m,17000000
Austria,Marco Grüll,SV Werder Bremen,False,27,€6.00m,6000000
Austria,Patrick Wimmer,VfL Wolfsburg,True,24,€15.00m,15000000
Austria,Nikolaus Wurmbrand,Rapid Vienna,False,20,€5.00m,5000000
Austria,Raul Florucz,Union Saint-Gilloise,False,24,€6.00m,6000000
Austria,Marko Arnautovic,Red Star Belgrade,False,36,€2.50m,2500000
Austria,Michael Gregoritsch,FC Augsburg,True,31,€1.50m,1500000
Uganda,Salim Magoola,Richards Bay FC,False,30,€800k,800000
Uganda,Nafian Alionzi,Mechal SC,False,30,€125k,125000
Uganda,Denis Onyango,Mamelodi Sundowns FC,False,40,€50k,50000
Uganda,Toby Sibbick,Burton Albion,False,26,€600k,600000
Uganda,Timothy Awany,FC Ashdod,False,29,€400k,400000
Uganda,Elio Capradossi,FC Universitatea Cluj,False,29,€300k,300000
Uganda,Hilary Mukundane,Vipers SC,False,28,€300k,300000
Uganda,Rogers Torach,Vipers SC,False,22,€200k,200000
Uganda,Aziz Kayondo,FC Slovan Liberec,False,23,€900k,900000
Uganda,Jordan Obita,Hibernian FC,False,32,€150k,150000
Uganda,Isaac Muleme,FK Viktoria Zizkov B,False,33,€50k,50000
Uganda,Baba Alhassan,FCSB,False,26,€900k,900000
Uganda,Kenneth Semakula,Al-Adalah FC,False,23,€350k,350000
Uganda,Khalid Aucho,Singida Black Stars Sports Club,False,32,€125k,125000
Uganda,Bobosi Byaruhanga,Oakland Roots SC,False,24,€100k,100000
Uganda,Ronald Ssekiganda,APR FC Kigali,False,30,€75k,75000
Uganda,Allan Okello,Young Africans SC,False,25,€500k,500000
Uganda,Travis Mutyaba,CS Sfaxien,False,20,€300k,300000
Uganda,Rogers Mato,Heart of Midlothian FC,False,22,€700k,700000
Uganda,Melvyn Lorenzen,Muangthong United,False,31,€300k,300000
Uganda,Shafik Nana Kwikiriza,Kampala Capital City Authority FC,False,22,€175k,175000
Uganda,Ivan Ahimbisibwe,Kampala Capital City Authority FC,False,30,€500k,500000
Uganda,Uche Ikpeazu,Ross County FC,False,31,€150k,150000
Uganda,Steven Mukwala,Al-Nasr SC,False,26,€150k,150000
Uganda,Denis Omedi,APR FC Kigali,False,31,€150k,150000
Uganda,Reagan Mpande,Sports Club Villa Jogoo,False,25,€125k,125000
Uganda,Jude Ssemugabi,Jamus FC,False,29,€100k,100000
Uganda,James Bogere,Aarhus GF U19,False,18,€50k,50000
Sudan,Monged Elneel,El Merriekh FC Bentiu,False,30,€150k,150000
Sudan,Mohamed Abooja,Al-Merrikh SC,False,26,€50k,50000
Sudan,Ali Abdallah Abu-Eshrein,Al-Hilal Club (Omdurman),False,37,€25k,25000
Sudan,Mohamed Saeed Ahmed,Al-Hilal Club (Omdurman),False,28,€100k,100000
Sudan,Mustafa Karshom,Al-Hilal Club (Omdurman),False,33,€100k,100000
Sudan,Altayeb Abaker,Al-Hilal Club (Omdurman),False,35,€75k,75000
Sudan,Mohamed Kasri Hakeem,Jamus FC,False,29,€50k,50000
Sudan,Mazin Mohamedein,Al-Akhdar SC,False,25,€150k,150000
Sudan,Bakhit Khamis,Without ClubWithout Club,False,32,€100k,100000
Sudan,Ahmed Tabanja,Al-Merrikh SC,False,25,€75k,75000
Sudan,Sheddy Barglan,FC Den Bosch,False,23,€175k,175000
Sudan,Yaser Awad Boshara,Al-Hilal Club (Omdurman),False,19,€150k,150000
Sudan,Awad Zaid,Al-Merrikh SC,False,33,€25k,25000
Sudan,Ammar Taifour,CS Sfaxien,False,28,€200k,200000
Sudan,Salaheldin Adil,Al-Hilal Club (Omdurman),False,30,€150k,150000
Sudan,Mohamed Abuaagla,Al-Hilal SC,False,32,€150k,150000
Sudan,Walieldin Khidir,Al-Hilal Club (Omdurman),False,30,€150k,150000
Sudan,Al-Gozoli Nooh,Al-Akhdar SC,False,23,€125k,125000
Sudan,Abdelrazig Omer,Al-Hilal Club (Omdurman),False,32,€100k,100000
Sudan,Musa Ali Hussein,Al-Merrikh SC,False,19,€75k,75000
Sudan,Abo Eisa,Chonburi FC,False,30,€250k,250000
Sudan,Aamir Abdallah,Kazma SC,False,26,€200k,200000
Sudan,Yasir Mozamil,Al-Hilal Club (Omdurman),False,34,€75k,75000
Sudan,Muhamed Tia Asad,Al-Merrikh SC,False,25,€75k,75000
Sudan,Mo Eisa,Uthai Thani FC,False,31,€300k,300000
Sudan,Mohamed Abdelrahman,Al-Hilal Club (Omdurman),False,32,€125k,125000
Sudan,John Mano,Al-Akhdar SC,False,24,€100k,100000
Mayotte,Mickaël Salim,FC Mtsapéré,False,31,,0
Mayotte,Ilam Djailane,Blagnac FC,False,22,,0
Mayotte,Houssame Boinali,GFA Rumilly Vallières B,False,29,,0
Mayotte,Soffou Ridjali,FC Mtsapéré,False,33,,0
Mayotte,Moudhoihir Ben Yahaya,FC Mtsapéré,False,35,,0
Mayotte,Ansar Ahamada Combo,Without ClubWithout Club,False,30,,0
Mayotte,Ida-Yasser Mze,Without ClubWithout Club,False,34,,0
Mayotte,Moustoifa Aphèze,ES Pays d'Uzès,False,27,,0
Mayotte,Mouhtar Madi Ali,FC Mtsapéré,False,35,,0
Latvia,Krisjanis Zviedris,Riga FC,False,29,€450k,450000
Latvia,Rihards Matrevics,FK Dukla Prague,False,26,€400k,400000
Latvia,Frenks Orols,Riga FC,False,25,€150k,150000
Latvia,Antonijs Cernomordijs,Riga FC,False,29,€600k,600000
Latvia,Roberts Veips,FC RFS,False,26,€300k,300000
Latvia,Daniels Balodis,FC Tatran Presov,False,27,€250k,250000
Latvia,Vitalijs Jagodinskis,Visakha FC,False,34,€200k,200000
Latvia,Andrejs Ciganiks,FC Luzern,False,28,€300k,300000
Latvia,Raivis Jurkovskis,Riga FC,False,29,€600k,600000
Latvia,Maksims Tonisevs,Riga FC,False,25,€500k,500000
Latvia,Roberts Savalnieks,FC RFS,False,33,€450k,450000
Latvia,Deniss Melniks,FK Auda,False,23,€275k,275000
Latvia,Kristers Penkevics,FC Zlin,False,23,€225k,225000
Latvia,Dmitrijs Zelenkovs,FC RFS,False,25,€450k,450000
Latvia,Aleksejs Saveljevs,Asia Talas,False,27,€250k,250000
Latvia,Lukass Vapne,Sogndal IL,False,22,€600k,600000
Latvia,Janis Ikaunieks,FC RFS,False,31,€800k,800000
Latvia,Eduards Daskevics,FK Auda,False,23,€400k,400000
Latvia,Kristaps Grabovskis,Boldklubben af 1893,False,20,€250k,250000
Latvia,Danila Patijcuks,FK Liepaja,False,22,€200k,200000
Latvia,Marko Regza,FC Hradec Kralove,False,27,€550k,550000
Latvia,Vladislavs Gutkovskis,Arka Gdynia,False,30,€400k,400000
Latvia,Bruno Melnis,FK Liepaja,False,22,€325k,325000
Latvia,Ingars Pulis,FK Liepaja,False,25,€275k,275000
Israel,Omri Glazer,Red Star Belgrade,False,29,€2.50m,2500000
